location_name,data_date,submitted_date,Province,District,malaria_rdt_0-4,malaria_rdt_5-14,malaria_rdt_15,malaria_tot,newid
Facility 5,2019-04-25,2019-05-04,Sofala,Beira,4,5,2,11,5
Facility 5,2019-04-24,2019-05-04,Sofala,Beira,5,1,3,9,5
Facility 5,2019-04-23,2019-05-04,Sofala,Beira,6,0,4,10,5
Facility 31,2019-05-03,2019-05-04,Sofala,Dondo,0,0,0,0,31
Facility 27,2019-05-03,2019-05-04,Sofala,Nhamatanda,7,10,14,31,27
Facility 3,2019-05-04,2019-05-04,Sofala,Dondo,16,5,13,34,3
Facility 22,2019-05-03,2019-05-04,Sofala,Beira,10,4,12,26,22
Facility 50,2019-05-03,2019-05-04,Sofala,Nhamatanda,50,53,32,135,50
Facility 36,2019-05-03,2019-05-04,Sofala,Dondo,15,6,13,34,36
Facility 4,2019-05-03,2019-05-03,Sofala,Beira,41,22,19,82,4
Facility 15,2019-05-02,2019-05-03,Sofala,Buzi,,,,,15
Facility 38,2019-05-03,2019-05-03,Sofala,Beira,8,7,12,27,38
Facility 9,2019-05-02,2019-05-03,Sofala,Nhamatanda,48,7,45,100,9
Facility 9,2019-05-01,2019-05-03,Sofala,Nhamatanda,16,0,11,27,9
Facility 9,2019-04-30,2019-05-03,Sofala,Nhamatanda,56,46,36,138,9
Facility 9,2019-04-29,2019-05-03,Sofala,Nhamatanda,60,46,98,204,9
Facility 29,2019-05-02,2019-05-03,Sofala,Dondo,24,34,32,90,29
Facility 9,2019-04-28,2019-05-03,Sofala,Nhamatanda,1,0,9,10,9
Facility 35,2019-05-03,2019-05-03,Sofala,Nhamatanda,123,93,163,379,35
Facility 10,2019-05-03,2019-05-03,Sofala,Beira,0,17,16,33,10
Facility 48,2019-05-02,2019-05-03,Sofala,Dondo,8,14,10,32,48
Facility 26,2019-05-02,2019-05-03,Sofala,Beira,3,1,8,12,26
Facility 50,2019-05-02,2019-05-03,Sofala,Nhamatanda,,,,,50
Facility 50,2019-05-01,2019-05-03,Sofala,Nhamatanda,,,,,50
Facility 33,2019-05-02,2019-05-03,Sofala,Buzi,3,2,3,8,33
Facility 33,2019-05-01,2019-05-03,Sofala,Buzi,3,3,3,9,33
Facility 33,2019-04-30,2019-05-03,Sofala,Buzi,5,6,8,19,33
Facility 8,2019-04-29,2019-05-03,Sofala,Beira,9,7,9,25,8
Facility 30,2019-05-03,2019-05-03,Sofala,Beira,21,25,34,80,30
Facility 30,2019-05-02,2019-05-03,Sofala,Beira,15,19,38,72,30
Facility 30,2019-05-01,2019-05-03,Sofala,Beira,19,27,35,81,30
Facility 21,2019-05-03,2019-05-03,Sofala,Beira,34,12,11,57,21
Facility 37,2019-05-03,2019-05-03,Sofala,Beira,9,4,30,43,37
Facility 51,2019-05-02,2019-05-03,Sofala,Nhamatanda,,,,,51
Facility 35,2019-04-18,2019-05-03,Sofala,Nhamatanda,,,,,35
Facility 53,2019-05-02,2019-05-03,Sofala,Beira,13,18,14,45,53
Facility 49,2019-05-02,2019-05-03,Sofala,Dondo,0,0,0,0,49
Facility 58,2019-05-02,2019-05-03,Sofala,Nhamatanda,,,,,58
Facility 51,2019-05-01,2019-05-03,Sofala,Nhamatanda,,,,,51
Facility 30,2019-04-30,2019-05-03,Sofala,Beira,0,0,0,0,30
Facility 30,2019-04-29,2019-05-03,Sofala,Beira,0,0,0,0,30
Facility 19,2019-05-01,2019-05-03,Sofala,Beira,32,15,40,87,19
Facility 30,2019-04-28,2019-05-03,Sofala,Beira,0,0,0,0,30
Facility 30,2019-04-27,2019-05-03,Sofala,Beira,0,0,0,0,30
Facility 30,2019-04-26,2019-05-03,Sofala,Beira,0,0,0,0,30
Facility 19,2019-04-30,2019-05-03,Sofala,Beira,10,9,57,76,19
Facility 30,2019-04-25,2019-05-03,Sofala,Beira,0,0,0,0,30
Facility 55,2019-05-02,2019-05-03,Sofala,Beira,5,4,31,40,55
Facility 46,2019-05-02,2019-05-03,Sofala,Dondo,3,2,10,15,46
Facility 41,2019-05-02,2019-05-03,Sofala,Buzi,8,4,16,28,41
Facility 58,2019-05-01,2019-05-03,Sofala,Nhamatanda,,,,,58
Facility 40,2019-05-02,2019-05-03,Sofala,Buzi,30,9,20,59,40
Facility 58,2019-04-30,2019-05-03,Sofala,Nhamatanda,,,,,58
Facility 38,2019-04-24,2019-05-03,Sofala,Beira,5,5,12,22,38
Facility 31,2019-05-02,2019-05-03,Sofala,Dondo,1,1,4,6,31
Facility 22,2019-05-02,2019-05-03,Sofala,Beira,13,2,15,30,22
Facility 38,2019-04-26,2019-05-03,Sofala,Beira,8,3,6,17,38
Facility 24,2019-05-01,2019-05-03,Sofala,Beira,10,9,20,39,24
Facility 38,2019-04-29,2019-05-03,Sofala,Beira,7,6,12,25,38
Facility 24,2019-05-02,2019-05-03,Sofala,Beira,5,5,25,35,24
Facility 23,2019-05-02,2019-05-03,Sofala,Dondo,0,0,0,0,23
Facility 24,2019-04-30,2019-05-03,Sofala,Beira,17,22,30,69,24
Facility 38,2019-05-02,2019-05-03,Sofala,Beira,6,10,12,28,38
Facility 25,2019-05-02,2019-05-03,Sofala,Beira,5,2,8,15,25
Facility 3,2019-05-03,2019-05-03,Sofala,Dondo,,,,,3
Facility 27,2019-05-02,2019-05-03,Sofala,Nhamatanda,,,,,27
Facility 24,2019-04-18,2019-05-03,Sofala,Beira,15,10,22,47,24
Facility 39,2019-04-30,2019-05-03,Sofala,Nhamatanda,,,,,39
Facility 39,2019-04-29,2019-05-03,Sofala,Nhamatanda,,,,,39
Facility 24,2019-04-19,2019-05-03,Sofala,Beira,12,11,28,51,24
Facility 36,2019-05-02,2019-05-02,Sofala,Dondo,11,7,10,28,36
Facility 4,2019-05-02,2019-05-02,Sofala,Beira,31,22,9,62,4
Facility 34,2019-05-02,2019-05-02,Sofala,Dondo,10,9,12,31,34
Facility 34,2019-04-30,2019-05-02,Sofala,Dondo,7,6,11,24,34
Facility 34,2019-04-29,2019-05-02,Sofala,Dondo,11,7,25,43,34
Facility 34,2019-04-26,2019-05-02,Sofala,Dondo,13,9,6,28,34
Facility 34,2019-04-25,2019-05-02,Sofala,Dondo,6,2,11,19,34
Facility 34,2019-04-24,2019-05-02,Sofala,Dondo,9,2,22,33,34
Facility 34,2019-04-23,2019-05-02,Sofala,Dondo,7,7,6,20,34
Facility 34,2019-04-22,2019-05-02,Sofala,Dondo,18,11,16,45,34
Facility 34,2019-04-18,2019-05-02,Sofala,Dondo,5,7,5,17,34
Facility 34,2019-04-17,2019-05-02,Sofala,Dondo,4,11,14,29,34
Facility 48,2019-05-01,2019-05-02,Sofala,Dondo,0,0,0,0,48
Facility 29,2019-05-01,2019-05-02,Sofala,Dondo,0,0,0,0,29
Facility 40,2019-05-01,2019-05-02,Sofala,Buzi,4,5,5,14,40
Facility 25,2019-04-30,2019-05-02,Sofala,Beira,2,4,1,7,25
Facility 10,2019-04-28,2019-05-02,Sofala,Beira,0,4,17,21,10
Facility 10,2019-04-27,2019-05-02,Sofala,Beira,0,0,8,8,10
Facility 31,2019-04-30,2019-05-02,Sofala,Dondo,6,4,7,17,31
Facility 15,2019-05-01,2019-05-02,Sofala,Buzi,,,,,15
Facility 30,2019-04-24,2019-05-02,Sofala,Beira,0,0,0,0,30
Facility 30,2019-04-23,2019-05-02,Sofala,Beira,0,0,0,0,30
Facility 30,2019-04-22,2019-05-02,Sofala,Beira,0,0,0,0,30
Facility 30,2019-04-21,2019-05-02,Sofala,Beira,0,0,0,0,30
Facility 30,2019-04-20,2019-05-02,Sofala,Beira,0,0,0,0,30
Facility 30,2019-04-19,2019-05-02,Sofala,Beira,0,0,0,0,30
Facility 21,2019-05-02,2019-05-02,Sofala,Beira,38,10,4,52,21
Facility 21,2019-05-02,2019-05-02,Sofala,Beira,38,10,4,52,21
Facility 55,2019-05-01,2019-05-02,Sofala,Beira,2,8,10,20,55
Facility 55,2019-04-30,2019-05-02,Sofala,Beira,11,3,28,42,55
Facility 37,2019-05-02,2019-05-02,Sofala,Beira,6,1,17,24,37
Facility 53,2019-04-30,2019-05-02,Sofala,Beira,7,12,14,33,53
Facility 26,2019-05-01,2019-05-02,Sofala,Beira,0,0,0,0,26
Facility 23,2019-04-30,2019-05-02,Sofala,Dondo,,,,,23
Facility 41,2019-05-01,2019-05-02,Sofala,Buzi,6,7,19,32,41
Facility 27,2019-05-01,2019-05-02,Sofala,Nhamatanda,,,,,27
Facility 3,2019-05-10,2019-05-10,Sofala,Dondo,10,7,10,27,3
Facility 51,2019-05-09,2019-05-10,Sofala,Nhamatanda,18,15,27,60,51
Facility 24,2019-05-09,2019-05-10,Sofala,Beira,20,10,39,69,24
Facility 23,2019-05-09,2019-05-10,Sofala,Dondo,7,9,4,20,23
Facility 11,2019-05-09,2019-05-10,Sofala,Nhamatanda,62,41,49,152,11
Facility 25,2019-05-09,2019-05-10,Sofala,Beira,3,1,9,13,25
Facility 26,2019-05-09,2019-05-10,Sofala,Beira,4,6,7,17,26
Facility 22,2019-05-09,2019-05-10,Sofala,Beira,4,2,11,17,22
Facility 48,2019-05-09,2019-05-10,Sofala,Dondo,12,9,17,38,48
Facility 41,2019-05-09,2019-05-10,Sofala,Buzi,0,2,0,2,41
Facility 2,2019-05-01,2019-05-02,Sofala,Beira,0,0,0,0,2
Facility 3,2019-05-02,2019-05-02,Sofala,Dondo,,,,,3
Facility 2,2019-04-30,2019-05-02,Sofala,Beira,20,35,39,94,2
Facility 19,2019-04-29,2019-05-01,Sofala,Beira,24,12,19,55,19
Facility 19,2019-04-29,2019-05-01,Sofala,Beira,24,12,19,55,19
Facility 36,2019-05-01,2019-05-01,Sofala,Dondo,,,,,36
Facility 19,2019-04-28,2019-05-01,Sofala,Beira,19,9,38,66,19
Facility 19,2019-04-27,2019-05-01,Sofala,Beira,20,13,14,47,19
Facility 19,2019-04-26,2019-05-01,Sofala,Beira,13,7,11,31,19
Facility 29,2019-04-30,2019-05-01,Sofala,Dondo,,,,,29
Facility 37,2019-05-01,2019-05-01,Sofala,Beira,7,6,13,26,37
Facility 35,2019-05-01,2019-05-01,Sofala,Nhamatanda,,,,,35
Facility 60,2019-04-30,2019-05-01,Sofala,Beira,14,8,27,49,60
Facility 26,2019-04-30,2019-05-01,Sofala,Beira,4,1,10,15,26
Facility 51,2019-04-30,2019-05-01,Sofala,Nhamatanda,,,,,51
Facility 21,2019-05-01,2019-05-01,Sofala,Beira,24,10,7,41,21
Facility 41,2019-04-30,2019-05-01,Sofala,Buzi,10,4,12,26,41
Facility 4,2019-04-30,2019-04-30,Sofala,Beira,23,31,9,63,4
Facility 36,2019-04-30,2019-04-30,Sofala,Dondo,,,,,36
Facility 4,2019-04-27,2019-04-30,Sofala,Beira,0,5,8,13,4
Facility 29,2019-04-29,2019-04-30,Sofala,Dondo,,,,,29
Facility 50,2019-04-29,2019-04-30,Sofala,Nhamatanda,,,,,50
Facility 10,2019-04-30,2019-04-30,Sofala,Beira,0,14,31,45,10
Facility 30,2019-04-18,2019-04-30,Sofala,Beira,0,0,0,0,30
Facility 35,2019-04-30,2019-04-30,Sofala,Nhamatanda,,,,,35
Facility 58,2019-04-29,2019-04-30,Sofala,Nhamatanda,,,,,58
Facility 35,2019-04-25,2019-04-25,Sofala,Nhamatanda,,,,,35
Facility 10,2019-04-25,2019-04-25,Sofala,Beira,,,,,10
Facility 48,2019-04-24,2019-04-25,Sofala,Dondo,,,,,48
Facility 3,2019-04-25,2019-04-25,Sofala,Dondo,,,,,3
Facility 21,2019-04-25,2019-04-25,Sofala,Beira,,,,,21
Facility 49,2019-04-24,2019-04-25,Sofala,Dondo,,,,,49
Facility 33,2019-04-24,2019-04-25,Sofala,Buzi,5,3,4,12,33
Facility 59,2019-04-24,2019-04-25,Sofala,Nhamatanda,,,,,59
Facility 7,2019-04-25,2019-04-25,Sofala,Nhamatanda,,,,,7
Facility 13,2019-04-24,2019-04-25,Sofala,Beira,,,,,13
Facility 15,2019-04-25,2019-04-25,Sofala,Buzi,,,,,15
Facility 51,2019-04-24,2019-04-25,Sofala,Nhamatanda,,,,,51
Facility 23,2019-04-24,2019-04-25,Sofala,Dondo,,,,,23
Facility 50,2019-04-24,2019-04-25,Sofala,Nhamatanda,,,,,50
Facility 1,2019-04-24,2019-04-25,Sofala,Nhamatanda,,,,,1
Facility 1,2019-04-23,2019-04-25,Sofala,Nhamatanda,,,,,1
Facility 37,2019-04-25,2019-04-25,Sofala,Beira,,,,,37
Facility 58,2019-04-24,2019-04-25,Sofala,Nhamatanda,,,,,58
Facility 25,2019-04-24,2019-04-25,Sofala,Beira,,,,,25
Facility 55,2019-04-24,2019-04-25,Sofala,Beira,,,,,55
Facility 42,2019-04-18,2019-04-25,Sofala,Dondo,,,,,42
Facility 42,2019-04-17,2019-04-25,Sofala,Dondo,,,,,42
Facility 32,2019-04-24,2019-04-25,Sofala,Nhamatanda,,,,,32
Facility 42,2019-04-16,2019-04-25,Sofala,Dondo,,,,,42
Facility 28,2019-04-24,2019-04-25,Sofala,Nhamatanda,21,14,8,43,28
Facility 19,2019-04-23,2019-04-24,Sofala,Beira,,,,,19
Facility 36,2019-04-24,2019-04-24,Sofala,Dondo,,,,,36
Facility 4,2019-04-24,2019-04-24,Sofala,Beira,,,,,4
Facility 9,2019-04-24,2019-04-24,Sofala,Nhamatanda,,,,,9
Facility 9,2019-04-23,2019-04-24,Sofala,Nhamatanda,,,,,9
Facility 9,2019-04-22,2019-04-24,Sofala,Nhamatanda,,,,,9
Facility 9,2019-04-21,2019-04-24,Sofala,Nhamatanda,,,,,9
Facility 9,2019-04-20,2019-04-24,Sofala,Nhamatanda,,,,,9
Facility 9,2019-04-19,2019-04-24,Sofala,Nhamatanda,,,,,9
Facility 9,2019-04-18,2019-04-24,Sofala,Nhamatanda,,,,,9
Facility 9,2019-04-17,2019-04-24,Sofala,Nhamatanda,,,,,9
Facility 9,2019-04-16,2019-04-24,Sofala,Nhamatanda,,,,,9
Facility 9,2019-04-15,2019-04-24,Sofala,Nhamatanda,,,,,9
Facility 9,2019-04-14,2019-04-24,Sofala,Nhamatanda,,,,,9
Facility 35,2019-04-24,2019-04-24,Sofala,Nhamatanda,,,,,35
Facility 9,2019-04-12,2019-04-24,Sofala,Nhamatanda,,,,,9
Facility 28,2019-04-23,2019-04-24,Sofala,Nhamatanda,27,20,25,72,28
Facility 28,2019-04-22,2019-04-24,Sofala,Nhamatanda,46,11,44,101,28
Facility 51,2019-04-23,2019-04-24,Sofala,Nhamatanda,,,,,51
Facility 10,2019-04-24,2019-04-24,Sofala,Beira,,,,,10
Facility 29,2019-04-23,2019-04-24,Sofala,Dondo,,,,,29
Facility 14,2019-04-24,2019-04-24,Sofala,Dondo,,,,,14
Facility 48,2019-04-23,2019-04-24,Sofala,Dondo,,,,,48
Facility 25,2019-04-23,2019-04-24,Sofala,Beira,,,,,25
Facility 21,2019-04-24,2019-04-24,Sofala,Beira,,,,,21
Facility 58,2019-04-23,2019-04-24,Sofala,Nhamatanda,,,,,58
Facility 58,2019-04-22,2019-04-24,Sofala,Nhamatanda,,,,,58
Facility 36,2019-04-23,2019-04-24,Sofala,Dondo,,,,,36
Facility 59,2019-04-23,2019-04-24,Sofala,Nhamatanda,,,,,59
Facility 37,2019-04-24,2019-04-24,Sofala,Beira,,,,,37
Facility 8,2019-04-23,2019-04-24,Sofala,Beira,,,,,8
Facility 23,2019-04-23,2019-04-24,Sofala,Dondo,,,,,23
Facility 13,2019-04-23,2019-04-24,Sofala,Beira,,,,,13
Facility 49,2019-04-23,2019-04-24,Sofala,Dondo,,,,,49
Facility 33,2019-04-23,2019-04-24,Sofala,Buzi,2,0,7,9,33
Facility 50,2019-04-23,2019-04-24,Sofala,Nhamatanda,,,,,50
Facility 3,2019-04-24,2019-04-24,Sofala,Dondo,,,,,3
Facility 55,2019-04-23,2019-04-24,Sofala,Beira,,,,,55
Facility 18,2019-04-23,2019-04-24,Sofala,Beira,,,,,18
Facility 41,2019-04-23,2019-04-24,Sofala,Buzi,,,,,41
Facility 41,2019-04-22,2019-04-23,Sofala,Buzi,,,,,41
Facility 5,2019-04-20,2019-04-23,Sofala,Beira,,,,,5
Facility 29,2019-04-22,2019-04-23,Sofala,Dondo,,,,,29
Facility 5,2019-04-19,2019-04-23,Sofala,Beira,,,,,5
Facility 5,2019-04-18,2019-04-23,Sofala,Beira,,,,,5
Facility 4,2019-04-23,2019-04-23,Sofala,Beira,,,,,4
Facility 1,2019-04-22,2019-04-23,Sofala,Nhamatanda,,,,,1
Facility 38,2019-04-23,2019-04-23,Sofala,Beira,,,,,38
Facility 35,2019-04-23,2019-04-23,Sofala,Nhamatanda,,,,,35
Facility 38,2019-04-22,2019-04-23,Sofala,Beira,,,,,38
Facility 25,2019-04-22,2019-04-23,Sofala,Beira,,,,,25
Facility 10,2019-04-23,2019-04-23,Sofala,Beira,,,,,10
Facility 3,2019-04-23,2019-04-23,Sofala,Dondo,,,,,3
Facility 48,2019-04-22,2019-04-23,Sofala,Dondo,,,,,48
Facility 33,2019-04-22,2019-04-23,Sofala,Buzi,,,,,33
Facility 8,2019-04-22,2019-04-23,Sofala,Beira,,,,,8
Facility 33,2019-04-21,2019-04-23,Sofala,Buzi,,,,,33
Facility 15,2019-04-23,2019-04-23,Sofala,Buzi,,,,,15
Facility 33,2019-04-20,2019-04-23,Sofala,Buzi,,,,,33
Facility 13,2019-04-22,2019-04-23,Sofala,Beira,,,,,13
Facility 37,2019-04-23,2019-04-23,Sofala,Beira,,,,,37
Facility 19,2019-04-22,2019-04-23,Sofala,Beira,,,,,19
Facility 49,2019-04-22,2019-04-23,Sofala,Dondo,,,,,49
Facility 23,2019-04-22,2019-04-23,Sofala,Dondo,,,,,23
Facility 55,2019-04-22,2019-04-23,Sofala,Beira,,,,,55
Facility 7,2019-04-22,2019-04-23,Sofala,Nhamatanda,,,,,7
Facility 18,2019-04-22,2019-04-23,Sofala,Beira,,,,,18
Facility 51,2019-04-22,2019-04-23,Sofala,Nhamatanda,,,,,51
Facility 60,2019-04-21,2019-04-23,Sofala,Beira,,,,,60
Facility 50,2019-04-22,2019-04-23,Sofala,Nhamatanda,,,,,50
Facility 2,2019-04-22,2019-04-23,Sofala,Beira,,,,,2
Facility 36,2019-04-22,2019-04-22,Sofala,Dondo,,,,,36
Facility 14,2019-04-22,2019-04-22,Sofala,Dondo,,,,,14
Facility 29,2019-04-21,2019-04-22,Sofala,Dondo,,,,,29
Facility 4,2019-04-22,2019-04-22,Sofala,Beira,,,,,4
Facility 32,2019-04-22,2019-04-22,Sofala,Nhamatanda,,,,,32
Facility 10,2019-04-22,2019-04-22,Sofala,Beira,,,,,10
Facility 10,2019-04-19,2019-04-22,Sofala,Beira,,,,,10
Facility 10,2019-04-06,2019-04-22,Sofala,Beira,,,,,10
Facility 35,2019-04-22,2019-04-22,Sofala,Nhamatanda,,,,,35
Facility 19,2019-04-21,2019-04-22,Sofala,Beira,,,,,19
Facility 19,2019-04-20,2019-04-22,Sofala,Beira,,,,,19
Facility 19,2019-04-19,2019-04-22,Sofala,Beira,,,,,19
Facility 58,2019-04-21,2019-04-22,Sofala,Nhamatanda,,,,,58
Facility 13,2019-04-21,2019-04-22,Sofala,Beira,,,,,13
Facility 21,2019-04-22,2019-04-22,Sofala,Beira,,,,,21
Facility 37,2019-04-22,2019-04-22,Sofala,Beira,,,,,37
Facility 23,2019-04-21,2019-04-22,Sofala,Dondo,,,,,23
Facility 23,2019-04-19,2019-04-22,Sofala,Dondo,,,,,23
Facility 23,2019-04-18,2019-04-22,Sofala,Dondo,,,,,23
Facility 49,2019-04-21,2019-04-22,Sofala,Dondo,,,,,49
Facility 15,2019-04-22,2019-04-22,Sofala,Buzi,,,,,15
Facility 50,2019-04-21,2019-04-22,Sofala,Nhamatanda,,,,,50
Facility 55,2019-04-21,2019-04-22,Sofala,Beira,,,,,55
Facility 55,2019-04-20,2019-04-22,Sofala,Beira,,,,,55
Facility 3,2019-04-22,2019-04-22,Sofala,Dondo,,,,,3
Facility 55,2019-04-19,2019-04-22,Sofala,Beira,,,,,55
Facility 1,2019-04-21,2019-04-22,Sofala,Nhamatanda,,,,,1
Facility 36,2019-04-21,2019-04-21,Sofala,Dondo,,,,,36
Facility 36,2019-04-20,2019-04-21,Sofala,Dondo,,,,,36
Facility 14,2019-04-21,2019-04-21,Sofala,Dondo,,,,,14
Facility 29,2019-04-20,2019-04-21,Sofala,Dondo,,,,,29
Facility 37,2019-04-21,2019-04-21,Sofala,Beira,,,,,37
Facility 35,2019-04-21,2019-04-21,Sofala,Nhamatanda,,,,,35
Facility 49,2019-04-20,2019-04-21,Sofala,Dondo,,,,,49
Facility 58,2019-04-20,2019-04-21,Sofala,Nhamatanda,,,,,58
Facility 1,2019-04-20,2019-04-21,Sofala,Nhamatanda,,,,,1
Facility 51,2019-04-20,2019-04-21,Sofala,Nhamatanda,,,,,51
Facility 15,2019-04-21,2019-04-21,Sofala,Buzi,,,,,15
Facility 50,2019-04-20,2019-04-21,Sofala,Nhamatanda,,,,,50
Facility 26,2019-04-21,2019-04-21,Sofala,Beira,,,,,26
Facility 21,2019-04-21,2019-04-21,Sofala,Beira,,,,,21
Facility 3,2019-04-21,2019-04-21,Sofala,Dondo,,,,,3
Facility 13,2019-04-20,2019-04-21,Sofala,Beira,,,,,13
Facility 13,2019-04-19,2019-04-21,Sofala,Beira,,,,,13
Facility 2,2019-04-20,2019-04-21,Sofala,Beira,,,,,2
Facility 41,2019-04-20,2019-04-21,Sofala,Buzi,,,,,41
Facility 4,2019-04-20,2019-04-20,Sofala,Beira,,,,,4
Facility 4,2019-04-18,2019-04-20,Sofala,Beira,,,,,4
Facility 29,2019-04-19,2019-04-20,Sofala,Dondo,,,,,29
Facility 58,2019-04-19,2019-04-20,Sofala,Nhamatanda,,,,,58
Facility 58,2019-04-18,2019-04-20,Sofala,Nhamatanda,,,,,58
Facility 15,2019-04-19,2019-04-20,Sofala,Buzi,,,,,15
Facility 15,2019-04-20,2019-04-20,Sofala,Buzi,,,,,15
Facility 33,2019-04-19,2019-04-20,Sofala,Buzi,,,,,33
Facility 33,2019-04-18,2019-04-20,Sofala,Buzi,,,,,33
Facility 35,2019-04-20,2019-04-20,Sofala,Nhamatanda,,,,,35
Facility 19,2019-04-18,2019-04-20,Sofala,Beira,,,,,19
Facility 19,2019-04-17,2019-04-20,Sofala,Beira,,,,,19
Facility 1,2019-04-19,2019-04-20,Sofala,Nhamatanda,,,,,1
Facility 14,2019-04-19,2019-04-20,Sofala,Dondo,,,,,14
Facility 21,2019-04-20,2019-04-20,Sofala,Beira,,,,,21
Facility 37,2019-04-20,2019-04-20,Sofala,Beira,,,,,37
Facility 50,2019-04-19,2019-04-20,Sofala,Nhamatanda,,,,,50
Facility 49,2019-04-19,2019-04-20,Sofala,Dondo,,,,,49
Facility 51,2019-04-19,2019-04-20,Sofala,Nhamatanda,,,,,51
Facility 3,2019-04-20,2019-04-20,Sofala,Dondo,,,,,3
Facility 7,2019-04-19,2019-04-20,Sofala,Nhamatanda,,,,,7
Facility 26,2019-04-20,2019-04-20,Sofala,Beira,,,,,26
Facility 43,2019-04-17,2019-04-20,Sofala,Dondo,,,,,43
Facility 43,2019-04-16,2019-04-20,Sofala,Dondo,,,,,43
Facility 43,2019-04-15,2019-04-20,Sofala,Dondo,,,,,43
Facility 29,2019-04-18,2019-04-19,Sofala,Dondo,,,,,29
Facility 36,2019-04-19,2019-04-19,Sofala,Dondo,,,,,36
Facility 52,2019-04-17,2019-04-19,Sofala,Beira,,,,,52
Facility 52,2019-04-16,2019-04-19,Sofala,Beira,,,,,52
Facility 52,2019-04-15,2019-04-19,Sofala,Beira,,,,,52
Facility 52,2019-04-14,2019-04-19,Sofala,Beira,,,,,52
Facility 52,2019-04-13,2019-04-19,Sofala,Beira,,,,,52
Facility 52,2019-04-12,2019-04-19,Sofala,Beira,,,,,52
Facility 52,2019-04-11,2019-04-19,Sofala,Beira,,,,,52
Facility 52,2019-04-10,2019-04-19,Sofala,Beira,,,,,52
Facility 52,2019-04-09,2019-04-19,Sofala,Beira,,,,,52
Facility 52,2019-04-08,2019-04-19,Sofala,Beira,,,,,52
Facility 52,2019-04-07,2019-04-19,Sofala,Beira,,,,,52
Facility 52,2019-04-06,2019-04-19,Sofala,Beira,,,,,52
Facility 37,2019-04-19,2019-04-19,Sofala,Beira,,,,,37
Facility 60,2019-04-18,2019-04-19,Sofala,Beira,,,,,60
Facility 7,2019-04-17,2019-04-19,Sofala,Nhamatanda,,,,,7
Facility 19,2019-04-16,2019-04-19,Sofala,Beira,,,,,19
Facility 51,2019-04-18,2019-04-19,Sofala,Nhamatanda,,,,,51
Facility 19,2019-04-15,2019-04-19,Sofala,Beira,,,,,19
Facility 48,2019-04-18,2019-04-19,Sofala,Dondo,,,,,48
Facility 3,2019-04-19,2019-04-19,Sofala,Dondo,,,,,3
Facility 21,2019-04-19,2019-04-19,Sofala,Beira,,,,,21
Facility 23,2019-05-04,2019-05-06,Sofala,Dondo,0,0,0,0,23
Facility 50,2019-05-05,2019-05-06,Sofala,Nhamatanda,42,38,39,119,50
Facility 34,2019-04-15,2019-05-06,Sofala,Dondo,5,4,10,19,34
Facility 23,2019-05-01,2019-05-06,Sofala,Dondo,0,0,0,0,23
Facility 50,2019-05-04,2019-05-06,Sofala,Nhamatanda,62,39,24,125,50
Facility 34,2019-05-05,2019-05-06,Sofala,Dondo,0,0,0,0,34
Facility 34,2019-05-04,2019-05-06,Sofala,Dondo,0,0,0,0,34
Facility 34,2019-05-01,2019-05-06,Sofala,Dondo,0,0,0,0,34
Facility 34,2019-04-28,2019-05-06,Sofala,Dondo,0,0,0,0,34
Facility 34,2019-04-27,2019-05-06,Sofala,Dondo,0,0,0,0,34
Facility 34,2019-04-21,2019-05-06,Sofala,Dondo,0,0,0,0,34
Facility 34,2019-04-20,2019-05-06,Sofala,Dondo,0,0,0,0,34
Facility 34,2019-04-19,2019-05-06,Sofala,Dondo,0,0,0,0,34
Facility 34,2019-04-14,2019-05-06,Sofala,Dondo,0,0,0,0,34
Facility 34,2019-04-13,2019-05-06,Sofala,Dondo,0,0,0,0,34
Facility 34,2019-04-12,2019-05-06,Sofala,Dondo,9,7,10,26,34
Facility 34,2019-05-06,2019-05-06,Sofala,Dondo,10,7,16,33,34
Facility 32,2019-05-02,2019-05-06,Sofala,Nhamatanda,,,,,32
Facility 32,2019-04-30,2019-05-06,Sofala,Nhamatanda,,,,,32
Facility 19,2019-05-05,2019-05-06,Sofala,Beira,0,0,93,93,19
Facility 19,2019-05-04,2019-05-06,Sofala,Beira,4,0,16,20,19
Facility 33,2019-05-05,2019-05-06,Sofala,Buzi,0,0,0,0,33
Facility 33,2019-05-04,2019-05-06,Sofala,Buzi,0,0,0,0,33
Facility 33,2019-05-03,2019-05-06,Sofala,Buzi,4,5,5,14,33
Facility 22,2019-05-06,2019-05-06,Sofala,Beira,15,1,27,43,22
Facility 52,2019-04-19,2019-05-06,Sofala,Beira,15,22,34,71,52
Facility 52,2019-04-18,2019-05-06,Sofala,Beira,15,23,38,76,52
Facility 14,2019-04-30,2019-05-06,Sofala,Dondo,10,4,9,23,14
Facility 13,2019-05-05,2019-05-06,Sofala,Beira,0,0,0,0,13
Facility 14,2019-04-29,2019-05-06,Sofala,Dondo,5,9,17,31,14
Facility 13,2019-05-04,2019-05-06,Sofala,Beira,0,0,0,0,13
Facility 14,2019-04-25,2019-05-06,Sofala,Dondo,12,5,4,21,14
Facility 14,2019-04-23,2019-05-06,Sofala,Dondo,6,7,24,37,14
Facility 14,2019-04-18,2019-05-06,Sofala,Dondo,8,11,28,47,14
Facility 14,2019-04-15,2019-05-06,Sofala,Dondo,3,7,31,41,14
